cell_name	gene_name	tissue_type	gene_id
Brush cell (Tuft cell)	Slc4a2	Lung	ENSMUSG00000028962
Brush cell (Tuft cell)		Lung	
Brush cell (Tuft cell)	Sulf1	Lung	ENSMUSG00000016918
Brush cell (Tuft cell)	Ptgs1	Lung	ENSMUSG00000047250
Brush cell (Tuft cell)	Plod3	Lung	ENSMUSG00000004846
Brush cell (Tuft cell)	Matk	Lung	ENSMUSG00000004933
Brush cell (Tuft cell)	Fnbp1l	Lung	ENSMUSG00000039735
Brush cell (Tuft cell)	L1cam	Lung	ENSMUSG00000031391
Brush cell (Tuft cell)	Sort1	Lung	ENSMUSG00000068747
Brush cell (Tuft cell)	Nus1	Lung	ENSMUSG00000023068
Brush cell (Tuft cell)	Rbm38	Lung	ENSMUSG00000027510
Brush cell (Tuft cell)	Ckap4	Lung	ENSMUSG00000046841
Brush cell (Tuft cell)	Gnai2	Lung	ENSMUSG00000032562
Brush cell (Tuft cell)	Gtf2f2	Lung	ENSMUSG00000067995
Brush cell (Tuft cell)	Btbd3	Lung	ENSMUSG00000062098
Brush cell (Tuft cell)	Pou2f3	Lung	ENSMUSG00000032015
Brush cell (Tuft cell)	Gpm6b	Lung	ENSMUSG00000031342
Brush cell (Tuft cell)	Ap1s2	Lung	ENSMUSG00000031367
Brush cell (Tuft cell)	Gm13772	Lung	ENSMUSG00000080977
Brush cell (Tuft cell)	Anxa4	Lung	ENSMUSG00000029994
Brush cell (Tuft cell)	Anxa6	Lung	ENSMUSG00000018340
Brush cell (Tuft cell)	Tnc	Lung	ENSMUSG00000028364
Brush cell (Tuft cell)	Ltc4s	Lung	ENSMUSG00000020377
Brush cell (Tuft cell)	Anapc10	Lung	ENSMUSG00000036977
Brush cell (Tuft cell)	Cpq	Lung	ENSMUSG00000039007
Brush cell (Tuft cell)	Vps4a	Lung	ENSMUSG00000031913
Brush cell (Tuft cell)		Lung	
Brush cell (Tuft cell)	Ethe1	Lung	ENSMUSG00000064254
Brush cell (Tuft cell)	Dab1	Lung	ENSMUSG00000028519
Brush cell (Tuft cell)	Rsu1	Lung	ENSMUSG00000026727
Brush cell (Tuft cell)	H2-T23	Lung	ENSMUSG00000067212
Brush cell (Tuft cell)	Hap1	Lung	ENSMUSG00000006930
Brush cell (Tuft cell)	Il4ra	Lung	ENSMUSG00000030748
Brush cell (Tuft cell)	Rflna	Lung	ENSMUSG00000037962
Brush cell (Tuft cell)	Pik3r5	Lung	ENSMUSG00000020901
Brush cell (Tuft cell)	Alkbh7	Lung	ENSMUSG00000002661
Brush cell (Tuft cell)	Fxyd6	Lung	ENSMUSG00000066705
Brush cell (Tuft cell)	Itgb6	Lung	ENSMUSG00000026971
Brush cell (Tuft cell)	Strip2	Lung	ENSMUSG00000039629
Brush cell (Tuft cell)	Bpgm	Lung	ENSMUSG00000038871
Brush cell (Tuft cell)	Mov10	Lung	ENSMUSG00000002227
Brush cell (Tuft cell)	Fktn	Lung	ENSMUSG00000028414
Brush cell (Tuft cell)	Ano7	Lung	ENSMUSG00000034107
Brush cell (Tuft cell)	Creb3l4	Lung	ENSMUSG00000027938
Brush cell (Tuft cell)	Nav2	Lung	ENSMUSG00000052512
Brush cell (Tuft cell)	Pgm2l1	Lung	ENSMUSG00000030729
Brush cell (Tuft cell)	Skap2	Lung	ENSMUSG00000059182
Brush cell (Tuft cell)	Calb1	Lung	ENSMUSG00000028222
Brush cell (Tuft cell)	Kmt2e	Lung	ENSMUSG00000029004
Brush cell (Tuft cell)	Myo1b	Lung	ENSMUSG00000018417
Brush cell (Tuft cell)	Gamt	Lung	ENSMUSG00000020150
Brush cell (Tuft cell)	Vav1	Lung	ENSMUSG00000034116
Brush cell (Tuft cell)	Espn	Lung	ENSMUSG00000028943
Brush cell (Tuft cell)	Ube2j1	Lung	ENSMUSG00000028277
Brush cell (Tuft cell)	Pcolce2	Lung	ENSMUSG00000015354
Brush cell (Tuft cell)	Jmy	Lung	ENSMUSG00000021690
Brush cell (Tuft cell)	Neu1	Lung	ENSMUSG00000007038
Brush cell (Tuft cell)	Tmem245	Lung	ENSMUSG00000055296
Brush cell (Tuft cell)	Stk38l	Lung	ENSMUSG00000001630
Brush cell (Tuft cell)	2810025M15Rik	Lung	ENSMUSG00000049881
Brush cell (Tuft cell)	Smarca2	Lung	ENSMUSG00000024921
Brush cell (Tuft cell)	Sucnr1	Lung	ENSMUSG00000027762
Brush cell (Tuft cell)	Inpp5b	Lung	ENSMUSG00000028894
Brush cell (Tuft cell)	Sec11c	Lung	ENSMUSG00000024516
Brush cell (Tuft cell)	Clmn	Lung	ENSMUSG00000021097
Brush cell (Tuft cell)	Lgals9	Lung	ENSMUSG00000001123
Brush cell (Tuft cell)	Mcub	Lung	ENSMUSG00000027994
Brush cell (Tuft cell)	Shroom3	Lung	ENSMUSG00000029381
Brush cell (Tuft cell)	Ypel2	Lung	ENSMUSG00000018427
Brush cell (Tuft cell)	Cd300lf	Lung	ENSMUSG00000047798
Brush cell (Tuft cell)	Samd14	Lung	ENSMUSG00000047181
Brush cell (Tuft cell)	Cables2	Lung	ENSMUSG00000038990
Brush cell (Tuft cell)	Csk	Lung	ENSMUSG00000032312
Brush cell (Tuft cell)	Ly6g6f	Lung	ENSMUSG00000034923
Brush cell (Tuft cell)	B3gat3	Lung	ENSMUSG00000071649
Brush cell (Tuft cell)	Rab11fip4	Lung	ENSMUSG00000017639
Brush cell (Tuft cell)	Pamr1	Lung	ENSMUSG00000027188
Brush cell (Tuft cell)	Enc1	Lung	ENSMUSG00000041773
Brush cell (Tuft cell)	St6galnac2	Lung	ENSMUSG00000057286
Brush cell (Tuft cell)	St6galnac2	Lung	ENSMUSG00000110170
Brush cell (Tuft cell)	Lrp12	Lung	ENSMUSG00000022305
Brush cell (Tuft cell)	Rgs21	Lung	ENSMUSG00000098509
Brush cell (Tuft cell)	Card19	Lung	ENSMUSG00000037960
Brush cell (Tuft cell)	Gm2a	Lung	ENSMUSG00000000594
Brush cell (Tuft cell)	Harbi1	Lung	ENSMUSG00000027243
Brush cell (Tuft cell)	Zranb1	Lung	ENSMUSG00000030967
Brush cell (Tuft cell)	Gm12115	Lung	ENSMUSG00000099902
Brush cell (Tuft cell)	Crot	Lung	ENSMUSG00000003623
Brush cell (Tuft cell)	Adgrl3	Lung	ENSMUSG00000037605
Brush cell (Tuft cell)	Avil	Lung	ENSMUSG00000025432
Brush cell (Tuft cell)	Gnb3	Lung	ENSMUSG00000023439
Brush cell (Tuft cell)	Mansc1	Lung	ENSMUSG00000032718
Brush cell (Tuft cell)	Kctd12	Lung	ENSMUSG00000098557
Brush cell (Tuft cell)	2210016L21Rik	Lung	ENSMUSG00000029559
Brush cell (Tuft cell)	Cdh2	Lung	ENSMUSG00000024304
Brush cell (Tuft cell)	Rac2	Lung	ENSMUSG00000033220
Brush cell (Tuft cell)	Inpp5d	Lung	ENSMUSG00000026288
Brush cell (Tuft cell)	Lgr5	Lung	ENSMUSG00000020140
Brush cell (Tuft cell)	Gng13	Lung	ENSMUSG00000025739
Brush cell (Tuft cell)	Pgm2	Lung	ENSMUSG00000029171
Brush cell (Tuft cell)	Atf7ip	Lung	ENSMUSG00000030213
Brush cell (Tuft cell)	Adgrb2	Lung	ENSMUSG00000028782
Brush cell (Tuft cell)	Lyn	Lung	ENSMUSG00000042228
Brush cell (Tuft cell)	Cyp7b1	Lung	ENSMUSG00000039519
Brush cell (Tuft cell)	Rhog	Lung	ENSMUSG00000073982
Brush cell (Tuft cell)	Pink1	Lung	ENSMUSG00000028756
Brush cell (Tuft cell)	Coprs	Lung	ENSMUSG00000031458
Brush cell (Tuft cell)	Ano10	Lung	ENSMUSG00000037949
Brush cell (Tuft cell)	Ncstn	Lung	ENSMUSG00000003458
Brush cell (Tuft cell)	Chil1	Lung	ENSMUSG00000064246
Brush cell (Tuft cell)	Trim43b	Lung	ENSMUSG00000079162
Brush cell (Tuft cell)	Pcmtd1	Lung	ENSMUSG00000051285
Brush cell (Tuft cell)	Cacna2d2	Lung	ENSMUSG00000010066
Brush cell (Tuft cell)	Tmem35a	Lung	ENSMUSG00000033578
Brush cell (Tuft cell)	3425401B19Rik	Lung	ENSMUSG00000071540
Brush cell (Tuft cell)	Nrgn	Lung	ENSMUSG00000053310
Brush cell (Tuft cell)	Ccdc28b	Lung	ENSMUSG00000028795
Brush cell (Tuft cell)	Rasl11b	Lung	ENSMUSG00000049907
Brush cell (Tuft cell)	Ovol3	Lung	ENSMUSG00000100512
Brush cell (Tuft cell)	Nkd1	Lung	ENSMUSG00000031661
Brush cell (Tuft cell)	Gcnt1	Lung	ENSMUSG00000038843
Brush cell (Tuft cell)	Nfyc	Lung	ENSMUSG00000032897
Brush cell (Tuft cell)	Gnat3	Lung	ENSMUSG00000028777
Brush cell (Tuft cell)	Kin	Lung	ENSMUSG00000037262
Brush cell (Tuft cell)	Txndc16	Lung	ENSMUSG00000021830
Brush cell (Tuft cell)	Tmem131l	Lung	ENSMUSG00000033767
Brush cell (Tuft cell)	Reep5	Lung	ENSMUSG00000005873
Brush cell (Tuft cell)	Zmiz1	Lung	ENSMUSG00000007817
Brush cell (Tuft cell)	Trappc5	Lung	ENSMUSG00000040236
Brush cell (Tuft cell)	Atp1a2	Lung	ENSMUSG00000007097
Brush cell (Tuft cell)	Ly6g6d	Lung	ENSMUSG00000073413
Brush cell (Tuft cell)	Ms4a15	Lung	ENSMUSG00000067571
Brush cell (Tuft cell)	Cmip	Lung	ENSMUSG00000034390
Brush cell (Tuft cell)	St6gal2	Lung	ENSMUSG00000024172
Brush cell (Tuft cell)	A3galt2	Lung	ENSMUSG00000028794
Brush cell (Tuft cell)	Degs2	Lung	ENSMUSG00000021263
Brush cell (Tuft cell)	Kcnq3	Lung	ENSMUSG00000056258
Brush cell (Tuft cell)	Arhgef2	Lung	ENSMUSG00000028059
Brush cell (Tuft cell)	Ppt1	Lung	ENSMUSG00000028657
Brush cell (Tuft cell)	Fads2b	Lung	ENSMUSG00000075217
Brush cell (Tuft cell)	Prmt2	Lung	ENSMUSG00000020230
Brush cell (Tuft cell)	Adgrg6	Lung	ENSMUSG00000039116
Brush cell (Tuft cell)	Smoc1	Lung	ENSMUSG00000021136
Brush cell (Tuft cell)	Zxdc	Lung	ENSMUSG00000034430
Brush cell (Tuft cell)	Sema7a	Lung	ENSMUSG00000038264
Brush cell (Tuft cell)	Cyria	Lung	ENSMUSG00000020589
Brush cell (Tuft cell)	Id2	Lung	ENSMUSG00000020644
Brush cell (Tuft cell)	B3gnt2	Lung	ENSMUSG00000051650
Brush cell (Tuft cell)	Plk2	Lung	ENSMUSG00000021701
Brush cell (Tuft cell)	Calm2	Lung	ENSMUSG00000036438
Brush cell (Tuft cell)	Rcbtb1	Lung	ENSMUSG00000035469
Brush cell (Tuft cell)	Colca2	Lung	
Brush cell (Tuft cell)	Selenom	Lung	ENSMUSG00000075702
Brush cell (Tuft cell)	Krt18	Lung	ENSMUSG00000023043
Brush cell (Tuft cell)	Gba	Lung	ENSMUSG00000028048
Brush cell (Tuft cell)	Cd47	Lung	ENSMUSG00000055447
Brush cell (Tuft cell)	Slc9a8	Lung	ENSMUSG00000039463
Brush cell (Tuft cell)	Trpm5	Lung	ENSMUSG00000009246
Brush cell (Tuft cell)	Kcnj2	Lung	ENSMUSG00000041695
Brush cell (Tuft cell)	Adgrf3	Lung	ENSMUSG00000067642
Brush cell (Tuft cell)	Itgb7	Lung	ENSMUSG00000001281
Brush cell (Tuft cell)	Adgrg2	Lung	ENSMUSG00000031298
Brush cell (Tuft cell)	Pygl	Lung	ENSMUSG00000021069
Brush cell (Tuft cell)	Cdc42ep1	Lung	ENSMUSG00000049521
Brush cell (Tuft cell)	Litaf	Lung	ENSMUSG00000022500
Brush cell (Tuft cell)	Marcksl1	Lung	ENSMUSG00000047945
Smooth muscle cell	Tagln	Lung	ENSMUSG00000032085
Myofibroblast	Actg2	Lung	ENSMUSG00000059430
Alveolar pneumocyte Type II	Sftpb	Lung	ENSMUSG00000056370
Endothelial cell	Prox1	Lymphatic vessel	ENSMUSG00000010175
Endothelial progenitor cell		Lung	
Endothelial cell	Mest	Lung	ENSMUSG00000051855
Endothelial cell	Pdpn	Lymphatic vessel	ENSMUSG00000028583
Acinar cell		Lung	
Endothelial progenitor cell		Lung	
Progenitor cell	Sox11	Lung	ENSMUSG00000063632
Myeloid cell	Cd53	Lung	ENSMUSG00000040747
Smooth muscle cell		Vein	
Smooth muscle cell	Myl9	Lung	ENSMUSG00000067818
Epithelial cell	Krt8	Lung	ENSMUSG00000049382
Endothelial cell	Hey1	Artery	ENSMUSG00000040289
Myofibroblast	Tgfbi	Lung	ENSMUSG00000035493
Endothelial cell		Capillary	
Endothelial cell	Lyve1	Lymphatic vessel	ENSMUSG00000030787
Endothelial cell	Kdr	Lung	ENSMUSG00000062960
Endothelial cell	Notch1	Artery	ENSMUSG00000026923
Smooth muscle cell	Actg2	Lung	ENSMUSG00000059430
Epithelial cell	Pdpn	Lung	ENSMUSG00000028583
Brush cell (Tuft cell)		Lung	
Immune cell	Fcer1g	Lung	ENSMUSG00000058715
Brush cell (Tuft cell)		Lung	
Pericyte		Lung	
Smooth muscle cell	Tgfbi	Lung	ENSMUSG00000035493
Progenitor cell	Sox9	Lung	ENSMUSG00000000567
Immune cell	Lcp2	Lung	ENSMUSG00000002699
Endothelial cell	Calcrl	Lung	ENSMUSG00000059588
Myofibroblast	Myh11	Lung	ENSMUSG00000018830
Immune cell	Fcgr2b	Lung	ENSMUSG00000026656
Endothelial cell	Notch4	Artery	ENSMUSG00000015468
Pericyte	Pdgfrb	Lung	ENSMUSG00000024620
Myeloid cell	Fcer1g	Lung	ENSMUSG00000058715
Pericyte	Notch3	Lung	ENSMUSG00000038146
Smooth muscle cell	Acta2	Lung	ENSMUSG00000035783
Brush cell (Tuft cell)		Lung	
Smooth muscle cell	Myh11	Lung	ENSMUSG00000018830
Myeloid cell	Fcgr2b	Lung	ENSMUSG00000026656
Matrix fibroblast	Fgf10	Lung	ENSMUSG00000021732
Endothelial cell	Efnb2	Artery	ENSMUSG00000001300
Pericyte	Rgs5	Lung	ENSMUSG00000026678
Endothelial cell		Capillary	
Myofibroblast	Tagln	Lung	ENSMUSG00000032085
Pericyte	Cspg4	Lung	ENSMUSG00000032911
Myeloid cell	Ctss	Lung	ENSMUSG00000038642
Endothelial cell	Emcn	Lung	ENSMUSG00000054690
Endothelial cell	Cdh5	Lung	ENSMUSG00000031871
Myofibroblast	Acta2	Lung	ENSMUSG00000035783
Matrix fibroblast	Fn1	Lung	ENSMUSG00000026193
Matrix fibroblast	Nr2f2	Lung	ENSMUSG00000030551
Matrix fibroblast	Vcam1	Lung	ENSMUSG00000027962
Myeloid cell	Lcp2	Lung	ENSMUSG00000002699
Endodermal cell		Endoderm	
Epithelial cell	Sftpc	Lung	ENSMUSG00000022097
Endothelial cell	Nrp1	Artery	ENSMUSG00000025810
Epithelial cell	Bex4	Lung	ENSMUSG00000047844
Immune cell	Cd53	Lung	ENSMUSG00000040747
Matrix fibroblast	Col1a1	Lung	ENSMUSG00000001506
Pericyte	Mcam	Lung	ENSMUSG00000032135
Endothelial cell	Nrp2	Vein	ENSMUSG00000025969
Matrix fibroblast	Col6a2	Lung	ENSMUSG00000020241
Myeloid cell	Cybb	Lung	ENSMUSG00000015340
Immune cell	Cybb	Lung	ENSMUSG00000015340
proliferative mesenchymal progenitor cell	Fgf7	Lung	ENSMUSG00000027208
Myofibroblast	Myl9	Lung	ENSMUSG00000067818
proliferative mesenchymal progenitor cell	Pdgfra	Lung	ENSMUSG00000029231
Club cell (Clara cell)		Lung	
proliferative mesenchymal progenitor cell	Top2a	Lung	ENSMUSG00000020914
Epithelial cell	Epcam	Lung	ENSMUSG00000045394
Immune cell	Ctss	Lung	ENSMUSG00000038642
Endodermal cell		Endoderm	
Endothelial cell	Ephb4	Vein	ENSMUSG00000029710
proliferative mesenchymal progenitor cell	Snai2	Lung	ENSMUSG00000022676
Endothelial cell	Cav1	Lung	ENSMUSG00000007655
Endothelial cell	Nr2f2	Vein	ENSMUSG00000030551
Epithelial cell	Muc1	Lung	ENSMUSG00000042784
proliferative mesenchymal progenitor cell	Tbx3	Lung	ENSMUSG00000018604
proliferative mesenchymal progenitor cell	Hoxb5	Lung	ENSMUSG00000038700
Macrophage	Nos2	Lung	ENSMUSG00000020826
Macrophage	Zfp120	Lung	ENSMUSG00000068134
Macrophage	Fcgr3	Lung	ENSMUSG00000059498
Macrophage	Arg1	Lung	ENSMUSG00000019987
Macrophage		Lung	
Macrophage	Fcgr2b	Lung	ENSMUSG00000026656
Macrophage		Lung	
Myofibroblast		Pulmonary arteriy	
Epithelial cell	Cdh1	Lung	ENSMUSG00000000303
Endothelial cell	Pecam1	Lung	ENSMUSG00000020717
Endothelial cell	Emcn	Lung	ENSMUSG00000054690
Myeloid cell	Spi1	Lung	ENSMUSG00000002111
Ciliated cell	Dnai2	Lung	ENSMUSG00000034706
Epithelial cell	Epcam	Lung	ENSMUSG00000045394
Mesenchymal cell	Pdgfra	Lung	ENSMUSG00000029231
Mesenchymal cell	Col1a1	Lung	ENSMUSG00000001506
Ciliated cell	Dnah3	Lung	ENSMUSG00000052273
Myeloid cell	Ptprc	Lung	ENSMUSG00000026395
Myeloid cell	Cd3g	Lung	ENSMUSG00000002033
Ciliated cell	Dnali1	Lung	ENSMUSG00000042707
Myeloid cell	Cd19	Lung	ENSMUSG00000030724
Ciliated cell	Dnaaf1	Lung	ENSMUSG00000031831
Lymphocyte	Ptprc	Lung	ENSMUSG00000026395
Lymphocyte	Cd19	Lung	ENSMUSG00000030724
Lymphocyte	Cd3g	Lung	ENSMUSG00000002033
Mesenchymal cell	Col1a2	Lung	ENSMUSG00000029661
Lymphocyte	Spi1	Lung	ENSMUSG00000002111
Group 2 innate lymphoid cell		Lung	
Group 2 innate lymphoid cell	Ly6a	Lung	ENSMUSG00000075602
Group 2 innate lymphoid cell	Kit	Lung	ENSMUSG00000005672
Regulatory T(Treg) cell	Il2ra	Lung	ENSMUSG00000026770
Innate lymphoid cell	Ly6a	Lung	ENSMUSG00000075602
Group 2 innate lymphoid cell		Lung	
Group 3 innate lymphoid cell		Lung	
Group 2 innate lymphoid cell		Lung	
Group 2 innate lymphoid cell	Il7r	Lung	ENSMUSG00000003882
Innate lymphoid cell	Il7r	Lung	ENSMUSG00000003882
Regulatory T(Treg) cell		Lung	
Regulatory T(Treg) cell		Lung	
Group 1 innate lymphoid cell	Klrb1c	Lung	ENSMUSG00000030325
Group 2 innate lymphoid cell		Lung	
Regulatory T(Treg) cell		Lung	
Regulatory T(Treg) cell		Lung	
Group 1 innate lymphoid cell	Ncr1	Lung	ENSMUSG00000062524
Group 2 innate lymphoid cell		Lung	
Regulatory T(Treg) cell		Lung	
Regulatory T(Treg) cell		Lung	
Regulatory T(Treg) cell		Lung	
Regulatory T(Treg) cell		Lung	
Group 2 innate lymphoid cell		Lung	
Regulatory T(Treg) cell		Lung	
Group 3 innate lymphoid cell	Ncr1	Lung	ENSMUSG00000062524
Group 2 innate lymphoid cell		Lung	
Recruited airspace macrophage	Sell	Lung	ENSMUSG00000026581
Resident airspace macrophage	Itgax	Lung	ENSMUSG00000030789
Recruited airspace macrophage		Lung	
Resident airspace macrophage	Siglec1	Lung	ENSMUSG00000027322
Recruited airspace macrophage		Lung	
Recruited airspace macrophage	Mafb	Lung	ENSMUSG00000074622
Recruited airspace macrophage	Ly6c1	Lung	ENSMUSG00000079018
Recruited airspace macrophage	Ccr5	Lung	ENSMUSG00000079227
Macrophage		Lung	
Macrophage	Lgals3	Lung	ENSMUSG00000050335
Macrophage	Marco	Lung	ENSMUSG00000026390
Resident airspace macrophage		Lung	
Resident airspace macrophage	Mrc1	Lung	ENSMUSG00000026712
Macrophage		Lung	
M2 macrophage	Mrc1	Lung	ENSMUSG00000026712
Regulatory T(Treg) cell	Cd3e	Lung	ENSMUSG00000032093
Regulatory T(Treg) cell		Lung	
Regulatory T(Treg) cell		Lung	
Effector CD4+ T cell		Lung	
Monocyte		Lung	
Dendritic cell		Lung	
Fibroblast		Lung	
Granulocyte		Lung	
Plasmacytoid dendritic cell(pDC)	Ptprc	Lung	ENSMUSG00000026395
Dendritic cell		Lung	
Effector CD4+ T cell	Cd3e	Lung	ENSMUSG00000032093
B cell	Ptprc	Lung	ENSMUSG00000026395
Stem cell		Lung	
Stem cell		Lung	
Stem cell		Lung	
Pan–blood vessel cell		Lung	
Macrophage		Lung	
Pan-macrophage		Lung	
Macrophage	Adgre1	Lung	ENSMUSG00000004730
Macrophage	Fcgr1	Lung	ENSMUSG00000015947
M1 macrophage		Lung	
M2 macrophage	Arg1	Lung	ENSMUSG00000019987
M1 macrophage	Tnf	Lung	ENSMUSG00000024401
M2 macrophage	Retnla	Lung	ENSMUSG00000061100
Mesenchymal stem cell	Thy1	Pulmonary aorta	ENSMUSG00000032011
Stem cell	Thy1	Pulmonary aorta	ENSMUSG00000032011
Adipocyte		Pulmonary aorta	
Mesenchymal stem cell	Atxn1	Pulmonary aorta	ENSMUSG00000046876
Tissue resident memory T(TRM) cell	Itgae	Lung	ENSMUSG00000005947
Pericyte	Pdgfrb	Lung	ENSMUSG00000024620
Endothelial cell		Lung	
Hematopoietic cell		Lung	
Fibroblast	Pdgfra	Lung	ENSMUSG00000029231
Endothelial cell	Pecam1	Lung	ENSMUSG00000020717
Epithelial cell	Epcam	Lung	ENSMUSG00000045394
Macrophage	Adgre1	Lung	ENSMUSG00000004730
Cancer stem cell		Lung	
CD8+ T cell		Lung	
Macrophage		Alveolus	
Macrophage		Alveolus	
Stromal cell	Lgr6	Lung	ENSMUSG00000042793
Stromal cell	Acta2	Lung	ENSMUSG00000035783
Stromal cell	Thy1	Lung	ENSMUSG00000032011
Progenitor cell		Lung	
Stromal cell	Pdgfrb	Lung	ENSMUSG00000024620
Progenitor cell	Atxn1	Lung	ENSMUSG00000046876
Stromal cell	Pdgfra	Lung	ENSMUSG00000029231
Progenitor cell	Itgb4	Lung	ENSMUSG00000020758
Epithelial stem cell	Lgr5	Lung	ENSMUSG00000020140
Epithelial stem cell	Lgr6	Lung	ENSMUSG00000042793
Macrophage	Ccl2	Lung	ENSMUSG00000035385
Macrophage	Cd68	Lung	ENSMUSG00000018774
Macrophage	Csf2	Lung	ENSMUSG00000018916
Alveolar pneumocyte Type I		Lung	
Alveolar pneumocyte Type II		Lung	
Alveolar pneumocyte Type I	Ager	Lung	ENSMUSG00000015452
M2 macrophage	Arg1	Lung	ENSMUSG00000019987
Macrophage	Lyve1	Blood vessel	ENSMUSG00000030787
Macrophage	Mrc1	Alveolus	ENSMUSG00000026712
Macrophage	Car4	Alveolus	ENSMUSG00000000805
Macrophage	Mmp12	Alveolus	ENSMUSG00000049723
Macrophage	Cd68	Alveolus	ENSMUSG00000018774
Macrophage	Cx3cr1	Alveolus	ENSMUSG00000052336
Macrophage	Ccr2	Bronchiole	ENSMUSG00000049103
T cell	Mki67	Lung	ENSMUSG00000031004
T cell		Lung	
M1 macrophage		Lung	
M1 macrophage		Lung	
T cell		Lung	
T cell	Sell	Lung	ENSMUSG00000026581
M1 macrophage	Tmem176b	Lung	ENSMUSG00000029810
T cell	Prf1	Lung	ENSMUSG00000037202
M1 macrophage		Lung	
M2 macrophage	Thbs1	Lung	ENSMUSG00000040152
T cell	Ifng	Lung	ENSMUSG00000055170
M2 macrophage	Mrc1	Lung	ENSMUSG00000026712
M1 macrophage		Lung	
T cell	Tbx21	Lung	ENSMUSG00000001444
T cell	Gzmb	Lung	ENSMUSG00000015437
M2 macrophage	Arg1	Lung	ENSMUSG00000019987
T cell	Icos	Lung	ENSMUSG00000026009
T cell	Cd44	Lung	ENSMUSG00000005087
M1 macrophage		Lung	
M1 macrophage	Cxcl9	Lung	ENSMUSG00000029417
M1 macrophage	Tmem176a	Lung	ENSMUSG00000023367
T cell	Gzma	Lung	ENSMUSG00000023132
T cell	Gzmk	Lung	ENSMUSG00000042385
M1 macrophage	Cd86	Lung	ENSMUSG00000022901
M1 macrophage	Aif1	Lung	ENSMUSG00000024397
M1 macrophage		Lung	
Naive T(Th0) cell	Sell	Lung	ENSMUSG00000026581
T cell	Eomes	Lung	ENSMUSG00000032446
M1 macrophage		Lung	
T cell	Cd4	Lung	ENSMUSG00000023274
M2 macrophage	Fn1	Lung	ENSMUSG00000026193
M1 macrophage	Ass1	Lung	ENSMUSG00000076441
Eosinophil		Lung	
Epithelial cell		Lung	
B cell	Ptprc	Lung	ENSMUSG00000026395
Mature immune cell	Gsr	Lung	ENSMUSG00000031584
Common myeloid progenitor cell		Lung	
Granulocyte- macrophage progenitor cell		Lung	
Progenitor cell		Lung	
Common myeloid progenitor cell		Lung	
Mature immune cell		Lung	
Mature immune cell	Ptprc	Lung	ENSMUSG00000026395
Granulocyte- macrophage progenitor cell		Lung	
Progenitor cell		Lung	
Neutrophil	Gsr	Lung	ENSMUSG00000031584
Mature immune cell		Lung	
Neutrophil		Lung	
Progenitor cell	Ly6a	Lung	ENSMUSG00000075602
Megakaryocyte-erythroid progenitor		Lung	
Mature immune cell		Lung	
Progenitor cell		Lung	
Progenitor cell		Lung	
Endothelial cell		Lung	
Group 2 innate lymphoid cell		Lung	
Neutrophil		Lung	
M1-like macrophage		Lung	
Macrophage		Lung	
Monocyte-derived macrophage		Lung	
Macrophage		Lung	
Macrophage	Fcgr1	Lung	ENSMUSG00000015947
Gamma delta(γδ) T cell	Cd3e	Lung	ENSMUSG00000032093
T helper 2(Th2) cell		Lung	
M1-like macrophage		Lung	
Monocyte		Lung	
Monocyte		Lung	
T helper 1(Th1) cell		Lung	
M1-like macrophage	Mrc1	Lung	ENSMUSG00000026712
Monocyte		Lung	
Dendritic cell		Lung	
Regulatory T(Treg) cell	Cd3e	Lung	ENSMUSG00000032093
CD8+ T cell		Lung	
Dendritic cell		Lung	
T helper 2(Th2) cell	Gata3	Lung	ENSMUSG00000015619
Macrophage		Lung	
M1-like macrophage	Arg1	Lung	ENSMUSG00000019987
M1-like macrophage	Nos2	Lung	ENSMUSG00000020826
Regulatory T(Treg) cell	Foxp3	Lung	ENSMUSG00000039521
Natural killer cell	Klrb1c	Lung	ENSMUSG00000030325
Neutrophil		Lung	
T helper 1(Th1) cell	Cd3e	Lung	ENSMUSG00000032093
Gamma delta(γδ) T cell		Lung	
M1-like macrophage		Lung	
Regulatory T(Treg) cell	Il2ra	Lung	ENSMUSG00000026770
CD8+ T cell	Cd3e	Lung	ENSMUSG00000032093
Macrophage	Adgre1	Lung	ENSMUSG00000004730
Monocyte-derived macrophage	Adgre1	Lung	ENSMUSG00000004730
B cell		Lung	
T helper 2(Th2) cell	Cd3e	Lung	ENSMUSG00000032093
Alveolar epithelial cell Type 1	Sftpc	Lung	ENSMUSG00000022097
Alveolar epithelial cell Type 1	Pdpn	Lung	ENSMUSG00000028583
Alveolar epithelial cell Type 1	Hopx	Lung	ENSMUSG00000059325
Alveolar epithelial cell Type 1	Ager	Lung	ENSMUSG00000015452
Alveolar epithelial cell Type 2	Lamp3	Lung	ENSMUSG00000041247
Tolerogenic dendritic cell	Pdcd1lg2	Lung	ENSMUSG00000016498
Tolerogenic dendritic cell		Lung	
Tolerogenic dendritic cell	Arg1	Lung	ENSMUSG00000019987
Tolerogenic dendritic cell		Lung	
Regulatory T(Treg) cell	Il2ra	Lung	ENSMUSG00000026770
Regulatory T(Treg) cell	Nt5e	Lung	ENSMUSG00000032420
Regulatory T(Treg) cell	Il12a	Lung	ENSMUSG00000027776
Regulatory T(Treg) cell		Lung	
Regulatory T(Treg) cell	Foxp3	Lung	ENSMUSG00000039521
Regulatory T(Treg) cell		Lung	
